"lon" "lat" "date" "SPEI"
"345" 14.0499 45.6499 "1950-12-11" 17.7990174632698
"346" 14.0499 45.6499 "1950-12-12" 6.85331759661661
"347" 14.0499 45.6499 "1950-12-13" 6.40407857829975
"348" 14.0499 45.6499 "1950-12-14" 24.3836718321917
"349" 14.0499 45.6499 "1950-12-15" 7.91055946380364
"350" 14.0499 45.6499 "1950-12-16" 11.8141666720543
"351" 14.0499 45.6499 "1950-12-17" 8.31700209530705
"352" 14.0499 45.6499 "1950-12-18" 8.77511149913027
"353" 14.0499 45.6499 "1950-12-19" -1.0222206459048
"354" 14.0499 45.6499 "1950-12-20" -0.868226888421494
"355" 14.0499 45.6499 "1950-12-21" -0.893113048277282
"356" 14.0499 45.6499 "1950-12-22" 12.0182902797231
"357" 14.0499 45.6499 "1950-12-23" 3.48325793179475
"358" 14.0499 45.6499 "1950-12-24" 7.61215877827441
"359" 14.0499 45.6499 "1950-12-25" 9.23026148559978
"360" 14.0499 45.6499 "1950-12-26" 1.25017135974915
"361" 14.0499 45.6499 "1950-12-27" -1.35540331180804
"362" 14.0499 45.6499 "1950-12-28" -0.92893928748631
"363" 14.0499 45.6499 "1950-12-29" -0.924779648614947
"364" 14.0499 45.6499 "1950-12-30" -0.638691311331359
"365" 14.0499 45.6499 "1950-12-31" -1.32211336236764
"366" 14.0499 45.6499 "1951-01-01" 3.12043060690648
"367" 14.0499 45.6499 "1951-01-02" 13.9130319422755
"368" 14.0499 45.6499 "1951-01-03" 7.75876538290197
"369" 14.0499 45.6499 "1951-01-04" 7.20347462194183
"370" 14.0499 45.6499 "1951-01-05" -0.989005019743358
"371" 14.0499 45.6499 "1951-01-06" -1.12835395692498
"372" 14.0499 45.6499 "1951-01-07" 0.475556772715186
"373" 14.0499 45.6499 "1951-01-08" -1.13388992042332
"374" 14.0499 45.6499 "1951-01-09" -1.16026229025557
"375" 14.0499 45.6499 "1951-01-10" -1.09516324034518
"376" 14.0499 45.6499 "1951-01-11" -1.22564823238524
"377" 14.0499 45.6499 "1951-01-12" 7.29063710223636
"378" 14.0499 45.6499 "1951-01-13" 6.74541966896468
"379" 14.0499 45.6499 "1951-01-14" -1.31782428359895
"380" 14.0499 45.6499 "1951-01-15" 2.90771600780522
"381" 14.0499 45.6499 "1951-01-16" -1.47148620336264
"382" 14.0499 45.6499 "1951-01-17" -1.13567553682685
"383" 14.0499 45.6499 "1951-01-18" -1.24292666441904
"384" 14.0499 45.6499 "1951-01-19" -1.5984585467183
"385" 14.0499 45.6499 "1951-01-20" -1.67793467260566
"386" 14.0499 45.6499 "1951-01-21" -1.4403681295837
"387" 14.0499 45.6499 "1951-01-22" -1.09444387432777
"388" 14.0499 45.6499 "1951-01-23" 9.11834016573004
"389" 14.0499 45.6499 "1951-01-24" 22.9194657711093
"390" 14.0499 45.6499 "1951-01-25" 18.6563582195
"391" 14.0499 45.6499 "1951-01-26" 7.2255128665891
"392" 14.0499 45.6499 "1951-01-27" 9.27233161815959
"393" 14.0499 45.6499 "1951-01-28" 3.93311519555822
"394" 14.0499 45.6499 "1951-01-29" 1.62003078452294
"395" 14.0499 45.6499 "1951-01-30" 5.24187933744905
"396" 14.0499 45.6499 "1951-01-31" 1.86935363386414
"397" 14.0499 45.6499 "1951-02-01" -0.899689294785442
"398" 14.0499 45.6499 "1951-02-02" -0.847412264992686
"399" 14.0499 45.6499 "1951-02-03" -0.755145228481677
"400" 14.0499 45.6499 "1951-02-04" 9.88503698928127
"401" 14.0499 45.6499 "1951-02-05" 15.8195188358351
"402" 14.0499 45.6499 "1951-02-06" 8.75675846977971
"403" 14.0499 45.6499 "1951-02-07" 4.42623749105076
"404" 14.0499 45.6499 "1951-02-08" -1.32562821206996
"405" 14.0499 45.6499 "1951-02-09" -1.53044380098662
